delka,zeme,rok,hodnoceni_procenta,hodnoceni_pocet,zanr,zanr_id,zeme_id
86.0,USA,2000,24.0,177,Thriller,28,10
23.0,USA,2010,83.0,15,Komedie,12,10
88.0,USA,2009,36.0,24,Horor,10,10
22.0,USA,2002,90.0,370,Animovaný,2,10
1.0,Česko,2020,62.0,11,Krátkometrážní,14,12
92.0,USA,1996,58.0,13,Thriller,28,10
90.0,Kanada,1999,42.0,13,Drama,5,4
90.0,USA,1996,51.0,81,Komedie,12,10
92.0,USA,1989,50.0,42,Thriller,28,10
99.0,Velká Británie,1998,87.0,165,Dokumentární,4,11
83.0,Itálie,1990,35.0,11,Drama,5,2
85.0,USA,2003,14.0,521,Sci-Fi,24,10
80.0,USA,1966,38.0,18,Sci-Fi,24,10
7785.0,Německo,(1992–2006),17.0,5 427,Akční,1,6
78.0,Velká Británie,1951,63.0,16,Mysteriózní,17,11
89.0,Německo,2002,39.0,14,Drama,5,6
30.0,Velká Británie,1989,89.0,82,Komedie,12,11
94.0,USA,1999,66.0,125,Drama,5,10
22.0,USA,2019,54.0,10,Komedie,12,10
1240.0,Velká Británie,(1992–2012),77.0,473,Komedie,12,11
110.0,USA,1984,84.0,63,Drama,5,10
104.0,Velká Británie,2000,83.0,100,Krimi,13,11
46.0,Německo,2013,74.0,80,Akční,1,6
45.0,Německo,2012,76.0,78,Akční,1,6
45.0,Německo,2017,67.0,68,Akční,1,6
45.0,Německo,2018,65.0,55,Akční,1,6
90.0,USA,1987,63.0,267,Animovaný,2,10
105.0,USA,1947,67.0,11,Muzikál,16,10
115.0,Velká Británie,1964,72.0,601,Krimi,13,11
102.0,USA,1989,71.0,4 278,Rodinný,22,10
145.0,Velká Británie,2004,88.0,669,Komedie,12,11
85.0,Německo,1946,79.0,204,Drama,5,6
87.0,Japonsko,1965,84.0,72,Drama,5,3
91.0,USA,2004,56.0,1 408,Horor,10,10
288.0,Japonsko,2017,65.0,16,Animovaný,2,3
300.0,Japonsko,2008,61.0,67,Animovaný,2,3
70.0,USA,1999,78.0,759,Animovaný,2,10
40.0,USA,1996,63.0,26,Animovaný,2,10
111.0,USA,1980,65.0,23,Drama,5,10
18.0,Česko,2000,63.0,15,Dokumentární,4,12
81.0,USA,2003,36.0,55,Horor,10,10
66.0,USA,2001,80.0,49,Dokumentární,4,10
90.0,Francie,2015,62.0,61,Drama,5,1
88.0,USA,2003,43.0,29,Drama,5,10
47.0,Velká Británie,2010,62.0,27,Drama,5,11
110.0,Francie,1994,76.0,280,Drama,5,1
80.0,USA,1972,61.0,37,Horor,10,10
95.0,Velká Británie,1977,55.0,11,Komedie,12,11
70.0,Česko,1995,61.0,40,Krimi,13,12
42.0,Francie,1967,87.0,14,Experimentální,6,1
91.0,Německo,2002,48.0,13,Krimi,13,6
92.0,USA,1994,49.0,1 004,Rodinný,22,10
93.0,USA,1998,56.0,57,Drama,5,10
102.0,USA,1955,78.0,38,Western,29,10
99.0,USA,1994,69.0,122,Komedie,12,10
105.0,Itálie,1950,66.0,13,Drama,5,2
45.0,Německo,2001,15.0,414,Krimi,13,6
88.0,USA,1997,36.0,21,Akční,1,10
92.0,Německo,2002,15.0,12,Krimi,13,6
95.0,Německo,2003,46.0,13,Krimi,13,6
94.0,USA,1994,44.0,43,Akční,1,10
100.0,USA,1997,63.0,74,Drama,5,10
101.0,Itálie,1969,80.0,29,Drama,5,2
104.0,Japonsko,1999,76.0,592,Animovaný,2,3
180.0,USA,1997,53.0,201,Akční,1,10
83.0,USA,1989,66.0,896,Akční,1,10
88.0,Velká Británie,1966,66.0,10,Komedie,12,11
28.0,Velká Británie,2001,78.0,24,Komedie,12,11
28.0,Velká Británie,2002,75.0,23,Komedie,12,11
29.0,Velká Británie,2002,64.0,20,Komedie,12,11
29.0,Velká Británie,2006,66.0,16,Komedie,12,11
187.0,USA,1993,76.0,1 328,Drama,5,10
1176.0,Japonsko,(1995–1996),72.0,45,Animovaný,2,3
107.0,USA,2004,43.0,18 071,Romantický,23,10
12.0,USA,2003,66.0,157,Krátkometrážní,14,10
21.0,USA,2013,67.0,196,Komedie,12,10
21.0,USA,2014,63.0,191,Komedie,12,10
46.0,USA,2004,66.0,27,Drama,5,10
45.0,USA,2006,81.0,98,Krimi,13,10
45.0,USA,2008,85.0,99,Krimi,13,10
23.0,Maďarsko,1969,88.0,109,Animovaný,2,5
74.0,Česko,1993,60.0,395,Pohádka,18,12
92.0,Francie,1984,84.0,34,Dokumentární,4,1
42.0,USA,1995,85.0,40,Dokumentární,4,10
22.0,Japonsko,1997,89.0,81,Animovaný,2,3
25.0,Japonsko,2004,88.0,19,Animovaný,2,3
45.0,Německo,2006,64.0,44,Dokumentární,4,6
102.0,USA,2000,88.0,61 172,Drama,5,10
119.0,USA,2001,65.0,12 058,Komedie,12,10
86.0,Francie,1975,67.0,15,Thriller,28,1
32.0,USA,2019,77.0,302,Animovaný,2,10
90.0,USA,1978,64.0,65,Pornografický,19,10
62.0,USA,1948,78.0,25,Mysteriózní,17,10
112.0,USA,1993,59.0,276,Drama,5,10
87.0,Japonsko,1952,72.0,15,Drama,5,3
90.0,USA,2001,88.0,100 985,Animovaný,2,10
90.0,USA,2004,65.0,36 789,Animovaný,2,10
88.0,USA,1995,41.0,2 151,Horor,10,10
7.0,USA,1938,74.0,42,Rodinný,22,10
89.0,USA,1994,54.0,442,Akční,1,10
8.0,USA,1939,58.0,36,Animovaný,2,10
7.0,USA,1943,77.0,44,Animovaný,2,10
48.0,Velká Británie,2009,85.0,15,Dokumentární,4,11
7.0,USA,1940,54.0,14,Animovaný,2,10
110.0,Velká Británie,1983,64.0,14,Drama,5,11
82.0,USA,1987,55.0,20,Drama,5,10
1056.0,Japonsko,(1999–2000),77.0,76,Animovaný,2,3
17.0,USA,2001,32.0,17,Komedie,12,10
93.0,USA,1996,51.0,40,Drama,5,10
95.0,USA,2001,40.0,18,Drama,5,10
30.0,USA,1991,60.0,16,Hudební,11,10
102.0,USA,1984,65.0,66,Komedie,12,10
82.0,USA,1999,65.0,41,Dokumentární,4,10
103.0,USA,1988,72.0,1 473,Komedie,12,10
90.0,USA,1988,55.0,53,Komedie,12,10
108.0,USA,1936,72.0,27,Muzikál,16,10
27.0,Francie,1929,70.0,81,Krátkometrážní,14,1
30.0,Česko,1993,78.0,207,Komedie,12,12
8.0,Francie,1910,62.0,38,Krátkometrážní,14,1
88.0,Velká Británie,1974,64.0,65,Horor,10,11
115.0,USA,2001,55.0,163,Drama,5,10
91.0,USA,1987,47.0,21,Drama,5,10
60.0,Velká Británie,2010,88.0,26,Krimi,13,11
140.0,Japonsko,1983,76.0,44,Drama,5,3
75.0,USA,2002,74.0,120,Komedie,12,10
44.0,USA,2005,83.0,129,Akční,1,10
43.0,USA,2010,81.0,109,Akční,1,10
42.0,USA,2011,74.0,105,Akční,1,10
44.0,USA,2012,78.0,67,Akční,1,10
43.0,USA,2017,81.0,54,Akční,1,10
43.0,USA,2021,75.0,37,Akční,1,10
120.0,Velká Británie,1988,57.0,56,Talk-show,27,11
25.0,Japonsko,2002,81.0,26,Animovaný,2,3
25.0,Japonsko,2002,88.0,26,Animovaný,2,3
25.0,Japonsko,2005,89.0,16,Animovaný,2,3
25.0,Japonsko,2007,92.0,17,Animovaný,2,3
25.0,Japonsko,2011,95.0,13,Animovaný,2,3
25.0,Japonsko,2014,92.0,12,Animovaný,2,3
25.0,Japonsko,2014,100.0,12,Animovaný,2,3
25.0,Japonsko,2014,95.0,12,Animovaný,2,3
25.0,Japonsko,2017,69.0,11,Animovaný,2,3
7.0,USA,1947,83.0,384,Animovaný,2,10
73.0,USA,1995,77.0,37,Pornografický,19,10
22.0,USA,1992,81.0,54,Animovaný,2,10
7.0,USA,1946,72.0,25,Animovaný,2,10
546.0,USA,2007,69.0,49,Sci-Fi,24,10
60.0,Velká Británie,2003,93.0,27,Dokumentární,4,11
96.0,USA,1995,35.0,19,Fantasy,7,10
96.0,USA,2000,44.0,82,Krimi,13,10
468.0,Velká Británie,2005,72.0,49,Komedie,12,11
45.0,Velká Británie,2017,72.0,13,Komedie,12,11
92.0,Německo,2004,36.0,34,Komedie,12,6
109.0,USA,1989,53.0,685,Horor,10,10
90.0,Velká Británie,2004,69.0,115,Krimi,13,11
85.0,USA,1982,44.0,143,Horor,10,10
91.0,USA,1990,56.0,32,Dobrodružný,3,10
77.0,USA,2003,35.0,160,Horor,10,10
50.0,Česko,2004,44.0,31,Drama,5,12
23.0,Japonsko,2004,90.0,93,Animovaný,2,3
23.0,Japonsko,2004,88.0,94,Animovaný,2,3
23.0,Japonsko,2004,88.0,93,Animovaný,2,3
23.0,Japonsko,2006,82.0,65,Animovaný,2,3
9.0,USA,1942,68.0,52,Animovaný,2,10
78.0,USA,1941,82.0,82,Rodinný,22,10
113.0,USA,1998,55.0,256,Komedie,12,10
90.0,USA,1991,40.0,10,Pornografický,19,10
120.0,Španělsko,1983,51.0,22,Drama,5,13
624.0,Japonsko,2007,81.0,1 234,Animovaný,2,3
93.0,USA,1986,73.0,162,Akční,1,10
52.0,Slovensko,2000,58.0,135,Drama,5,9
24.0,Velká Británie,2002,68.0,25,Komedie,12,11
6.0,USA,1956,78.0,42,Animovaný,2,10
109.0,Velká Británie,1969,62.0,60,Krimi,13,11
106.0,Velká Británie,1998,47.0,20,Drama,5,11
104.0,USA,2002,51.0,377,Akční,1,10
43.0,USA,2004,87.0,131,Drama,5,10
43.0,USA,2005,86.0,119,Drama,5,10
43.0,USA,2007,87.0,93,Drama,5,10
43.0,USA,2010,83.0,75,Drama,5,10
43.0,USA,2011,85.0,75,Drama,5,10
30.0,USA,2005,71.0,30,Komedie,12,10
42.0,USA,2009,62.0,26,Krimi,13,10
53.0,USA,2015,62.0,18,Dokumentární,4,10
22.0,USA,2007,68.0,45,Animovaný,2,10
22.0,USA,2013,63.0,29,Animovaný,2,10
22.0,USA,2016,76.0,34,Animovaný,2,10
22.0,USA,2016,64.0,34,Animovaný,2,10
22.0,USA,2020,68.0,10,Animovaný,2,10
94.0,USA,2005,40.0,13,Rodinný,22,10
100.0,USA,1984,52.0,15,Drama,5,10
93.0,USA,1997,63.0,6 690,Komedie,12,10
324.0,Japonsko,(2015–2017),64.0,192,Animovaný,2,3
1095.0,Německo,(2003–2006),36.0,44,Krimi,13,6
112.0,Kanada,1997,79.0,416,Drama,5,4
92.0,USA,1993,52.0,220,Rodinný,22,10
91.0,USA,1997,72.0,1 696,Komedie,12,10
100.0,USA,1983,87.0,14,Drama,5,10
99.0,USA,2006,41.0,3 055,Komedie,12,10
22.0,USA,2010,69.0,13,Animovaný,2,10
22.0,USA,2010,71.0,11,Animovaný,2,10
100.0,USA,2006,72.0,11 085,Animovaný,2,10
93.0,Slovensko,2009,60.0,3 243,Drama,5,9
22.0,USA,1988,48.0,13,Animovaný,2,10
540.0,USA,2005,71.0,14,Drama,5,10
21.0,USA,2006,86.0,449,Komedie,12,10
22.0,USA,2009,87.0,319,Komedie,12,10
22.0,USA,2010,80.0,308,Komedie,12,10
12.0,Česko,2008,73.0,518,Krátkometrážní,14,12
86.0,Velká Británie,1978,60.0,122,Dokumentární,4,11
111.0,USA,1945,82.0,703,Drama,5,10
43.0,USA,2008,79.0,67,Drama,5,10
43.0,USA,2015,80.0,46,Drama,5,10
43.0,USA,2016,72.0,43,Drama,5,10
43.0,USA,2018,73.0,47,Drama,5,10
92.0,USA,1993,59.0,9 628,Komedie,12,10
20.0,Česko,2010,54.0,29,Krátkometrážní,14,12
25.0,USA,2005,76.0,177,Animovaný,2,10
25.0,USA,2006,93.0,155,Animovaný,2,10
550.0,USA,(2007–2008),96.0,551,Animovaný,2,10
25.0,USA,2008,95.0,153,Animovaný,2,10
30.0,USA,2008,98.0,184,Animovaný,2,10
95.0,Japonsko,1958,74.0,46,Komedie,12,3
75.0,USA,2006,65.0,971,Animovaný,2,10
26.0,USA,2010,77.0,29,Komedie,12,10
26.0,USA,2012,67.0,27,Komedie,12,10
92.0,Velká Británie,2005,64.0,1 038,Drama,5,11
26.0,Česko,2015,58.0,31,Dokumentární,4,12
96.0,USA,1980,58.0,32,Drama,5,10
53.0,USA,1993,53.0,43,Dokumentární,4,10
3997.0,Česko,(2006–2007),28.0,220,Rodinný,22,12
51.0,Česko,2005,31.0,83,Rodinný,22,12
55.0,Česko,2007,28.0,52,Rodinný,22,12
62.0,Česko,2016,29.0,25,Rodinný,22,12
59.0,Česko,2008,30.0,39,Rodinný,22,12
60.0,Česko,2009,32.0,41,Rodinný,22,12
58.0,Česko,2010,29.0,36,Rodinný,22,12
61.0,Česko,2016,30.0,26,Rodinný,22,12
62.0,Česko,2012,35.0,25,Rodinný,22,12
62.0,Česko,2014,33.0,22,Rodinný,22,12
62.0,Česko,2015,27.0,21,Rodinný,22,12
60.0,Česko,2018,40.0,30,Rodinný,22,12
43.0,USA,2007,86.0,373,Drama,5,10
44.0,USA,2010,91.0,264,Drama,5,10
44.0,USA,2011,91.0,274,Drama,5,10
66.0,Velká Británie,1980,75.0,15,Rodinný,22,11
85.0,USA,2004,47.0,69,Drama,5,10
29.0,USA,2004,67.0,22,Komedie,12,10
29.0,USA,2005,70.0,18,Komedie,12,10
26.0,USA,2007,69.0,16,Komedie,12,10
25.0,USA,2010,67.0,14,Komedie,12,10
31.0,USA,2010,79.0,18,Komedie,12,10
125.0,USA,1930,83.0,127,Dobrodružný,3,10
25.0,Japonsko,2003,87.0,57,Animovaný,2,3
100.0,USA,2001,40.0,292,Pornografický,19,10
60.0,USA,1982,84.0,26,Dokumentární,4,10
111.0,USA,1992,64.0,10,Drama,5,10
45.0,Velká Británie,2007,76.0,304,Sci-Fi,24,11
9.0,Kanada,1970,78.0,17,Krátkometrážní,14,4
45.0,USA,2006,70.0,14,Krimi,13,10
43.0,USA,2007,75.0,12,Krimi,13,10
43.0,USA,2008,64.0,14,Krimi,13,10
42.0,USA,2018,85.0,43,Krimi,13,10
80.0,USA,2003,37.0,21,Krimi,13,10
86.0,USA,1992,75.0,11,Komedie,12,10
90.0,Francie,2000,51.0,11,Dobrodružný,3,1
22.0,USA,2007,75.0,165,Komedie,12,10
69.0,Česko,2005,56.0,210,Rodinný,22,12
42.0,USA,2020,71.0,72,Akční,1,10
42.0,USA,2007,80.0,108,Komedie,12,10
42.0,USA,2007,76.0,101,Komedie,12,10
44.0,USA,2009,72.0,91,Komedie,12,10
40.0,USA,2017,83.0,84,Komedie,12,10
22.0,USA,2006,82.0,525,Komedie,12,10
22.0,USA,2009,84.0,413,Komedie,12,10
22.0,USA,2013,79.0,335,Komedie,12,10
44.0,USA,2005,87.0,485,Horor,10,10
43.0,USA,2006,92.0,362,Horor,10,10
55.0,USA,2006,87.0,311,Horor,10,10
1007.0,USA,(2008–2009),92.0,663,Horor,10,10
60.0,USA,2009,95.0,238,Horor,10,10
42.0,USA,2014,84.0,143,Horor,10,10
42.0,USA,2015,78.0,132,Horor,10,10
103.0,USA,2006,55.0,1 362,Drama,5,10
54.0,Slovensko,2005,72.0,33,Dokumentární,4,9
56.0,Česko,1995,59.0,54,Drama,5,12
88.0,USA,2022,30.0,63,Hudební,11,10
73.0,USA,1972,51.0,13,Mysteriózní,17,10
7.0,Česko,2005,76.0,39,Animovaný,2,12
24.0,Japonsko,2004,86.0,34,Animovaný,2,3
24.0,Japonsko,2004,88.0,26,Animovaný,2,3
24.0,Japonsko,2005,79.0,15,Animovaný,2,3
92.0,Japonsko,2002,74.0,31,Animovaný,2,3
8784.0,Japonsko,(2004–2012),81.0,118,Animovaný,2,3
24.0,Japonsko,2007,84.0,15,Animovaný,2,3
85.0,USA,1992,56.0,51,Komedie,12,10
44.0,USA,2010,68.0,16,Drama,5,10
42.0,USA,2011,65.0,15,Komedie,12,10
50.0,Česko,2007,40.0,13,Drama,5,12
62.0,Česko,1998,48.0,390,Pohádka,18,12
66.0,Česko,1998,74.0,138,Drama,5,12
56.0,Česko,2006,57.0,30,Dokumentární,4,12
43.0,USA,2007,81.0,72,Drama,5,10
43.0,USA,2009,76.0,60,Drama,5,10
105.0,Velká Británie,2007,63.0,102,Drama,5,11
109.0,Francie,1982,64.0,282,Komedie,12,1
110.0,Francie,1980,66.0,427,Komedie,12,1
859.0,USA,(2009–2010),66.0,10,Komedie,12,10
82.0,USA,2006,70.0,5 778,Drama,5,10
1.0,USA,1896,54.0,92,Krátkometrážní,14,10
8.0,USA,1943,65.0,38,Krátkometrážní,14,10
112.0,Velká Británie,1981,63.0,22,Komedie,12,11
98.0,USA,2007,53.0,7 382,Komedie,12,10
114.0,USA,2007,83.0,24 968,Drama,5,10
85.0,USA,2007,63.0,4 779,Krimi,13,10
122.0,Japonsko,1987,84.0,41,Dokumentární,4,3
44.0,Kanada,2016,83.0,45,Dokumentární,4,4
44.0,Kanada,2016,78.0,53,Dokumentární,4,4
50.0,Kanada,2018,79.0,29,Dokumentární,4,4
1.0,USA,1902,62.0,31,Krátkometrážní,14,10
30.0,Slovensko,2007,60.0,274,Dokumentární,4,9
118.0,USA,2007,29.0,407,Horor,10,10
10.0,Kanada,1974,65.0,43,Animovaný,2,4
2.0,Velká Británie,1962,39.0,42,Animovaný,2,11
83.0,USA,2007,54.0,1 152,Animovaný,2,10
91.0,USA,2007,71.0,2 279,Drama,5,10
103.0,USA,2010,61.0,13 995,Horor,10,10
52.0,Česko,2007,24.0,14,Drama,5,12
92.0,USA,2007,44.0,782,Akční,1,10
88.0,USA,2005,49.0,17,Horor,10,10
57.0,Česko,1997,88.0,41,Dokumentární,4,12
87.0,Kanada,2005,64.0,143,Rodinný,22,4
27.0,USA,2006,89.0,112,Komedie,12,10
1.0,Velká Británie,1900,66.0,113,Krátkometrážní,14,11
47.0,Velká Británie,2012,73.0,46,Drama,5,11
90.0,USA,2008,35.0,115,Krimi,13,10
1196.0,Francie,(2005–2008),53.0,31,Animovaný,2,1
104.0,Japonsko,2006,61.0,54,Rodinný,22,3
11.0,USA,1972,63.0,40,Krátkometrážní,14,10
4.0,Velká Británie,1904,51.0,13,Krátkometrážní,14,11
22.0,USA,2009,81.0,326,Animovaný,2,10
99.0,Japonsko,1982,64.0,11,Animovaný,2,3
24.0,Japonsko,2009,90.0,95,Animovaný,2,3
24.0,Japonsko,2012,93.0,91,Animovaný,2,3
24.0,Japonsko,2012,91.0,79,Animovaný,2,3
24.0,Japonsko,2014,93.0,73,Animovaný,2,3
125.0,Německo,2007,59.0,16,Drama,5,6
113.0,Španělsko,2007,68.0,39,Drama,5,13
7.0,Velká Británie,2009,88.0,26,Animovaný,2,11
7.0,Velká Británie,2016,91.0,17,Animovaný,2,11
110.0,Česko,2012,62.0,5 960,Komedie,12,12
45.0,USA,1997,77.0,82,Dokumentární,4,10
612.0,USA,2007,80.0,358,Drama,5,10
590.0,USA,2007,79.0,22,Drama,5,10
91.0,USA,2007,81.0,613,Dokumentární,4,10
99.0,USA,2009,57.0,48,Drama,5,10
341.0,Velká Británie,2016,80.0,191,Drama,5,11
286.0,USA,(2007–2008),69.0,71,Komedie,12,10
1990.0,USA,(2007–2010),47.0,599,Drama,5,10
102.0,USA,1950,64.0,21,Krimi,13,10
29.0,Velká Británie,2004,74.0,14,Komedie,12,11
3.0,Francie,1968,60.0,11,Krátkometrážní,14,1
91.0,Velká Británie,2009,57.0,4 726,Akční,1,11
210.0,USA,2007,90.0,285,Dokumentární,4,10
92.0,USA,2006,55.0,39,Drama,5,10
50.0,Japonsko,1989,35.0,11,Animovaný,2,3
94.0,USA,2007,46.0,149,Drama,5,10
95.0,Kanada,2006,26.0,91,Thriller,28,4
11.0,USA,2008,93.0,27,Animovaný,2,10
11.0,USA,2013,85.0,13,Animovaný,2,10
80.0,Francie,2007,70.0,783,Drama,5,1
373.0,Velká Británie,(2006–2007),74.0,88,Krimi,13,11
122.0,Velká Británie,2008,64.0,236,Krimi,13,11
21.0,USA,2011,72.0,10,Komedie,12,10
25.0,Maďarsko,1973,89.0,167,Animovaný,2,5
24.0,Japonsko,2006,85.0,12,Animovaný,2,3
3.0,Česko,2007,66.0,38,Komedie,12,12
94.0,USA,2009,53.0,9 467,Dobrodružný,3,10
108.0,USA,1995,59.0,3 058,Akční,1,10
80.0,USA,1919,75.0,15,Komedie,12,10
105.0,USA,1966,66.0,486,Thriller,28,10
6.0,USA,1963,58.0,22,Krátkometrážní,14,10
96.0,USA,2010,45.0,10 365,Akční,1,10
129.0,Velká Británie,2011,65.0,547,Romantický,23,11
101.0,USA,2008,47.0,321,Mysteriózní,17,10
98.0,USA,2007,34.0,60,Drama,5,10
